1868.05	2296.45
1855.11	1923.57
3038.69	3454.55
2501.37	2793.54
2205	2462.47
2445.97	2854.57
2022.16	2488.32
2069.98	2524.18
2143.53	2550.42
1980.07	2440.84
1971.31	2204.35
1932.93	2397.99
2583.11	2499.26
